ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
192.168.2.100,75,6,192.168.2.201,1524372636.682192,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.682558,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.682911,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.683195,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.683543,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.683927,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.684183,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.684572,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.684904,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.685407,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.68565,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.686081,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.686421,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.686713,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.687155,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.68798,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.688362,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.6887,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.689027,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.689388,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.68964,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.690056,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.690368,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.690664,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.691012,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.691344,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.691596,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.691972,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.692222,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.692559,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.692871,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.693166,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.693577,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.69402,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.694308,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.694609,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.694899,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.695247,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.695551,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.695882,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.696136,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.696517,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.696764,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.697098,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.697494,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.698086,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.698508,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.698875,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.699155,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.699631,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.700024,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.700366,64,23,A,60620
192.168.2.100,77,6,192.168.2.201,1524372636.700626,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.700993,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.701248,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.701617,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.701942,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.702231,64,23,A,60620
192.168.2.100,78,6,192.168.2.201,1524372636.702527,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.703014,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.703269,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.703628,64,23,A,60620
192.168.2.100,79,6,192.168.2.201,1524372636.704435,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.704798,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.705158,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.70554,64,23,A,60620
192.168.2.100,80,6,192.168.2.201,1524372636.705951,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.706317,64,23,A,60620
192.168.2.100,79,6,192.168.2.201,1524372636.706627,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.706968,64,23,A,60620
192.168.2.100,80,6,192.168.2.201,1524372636.707215,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.707591,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.707921,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.708219,64,23,A,60620
192.168.2.100,79,6,192.168.2.201,1524372636.708571,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.708968,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.709229,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.709621,64,23,A,60620
192.168.2.100,81,6,192.168.2.201,1524372636.709953,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.710232,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.710568,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.710907,64,23,A,60620
192.168.2.100,81,6,192.168.2.201,1524372636.711155,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.711536,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.711775,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.712186,64,23,A,60620
192.168.2.100,76,6,192.168.2.201,1524372636.712525,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.712804,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.713143,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.713523,64,23,A,60620
192.168.2.100,84,6,192.168.2.201,1524372636.713801,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.714167,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.714507,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.714784,64,23,A,60620
192.168.2.100,80,6,192.168.2.201,1524372636.715099,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.715468,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.715714,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.716063,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.716442,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.71673,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.717055,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.717408,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.717736,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.718098,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.718406,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.718729,64,23,A,60620
192.168.2.100,81,6,192.168.2.201,1524372636.719092,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.719448,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.719697,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.720066,64,23,A,60620
192.168.2.100,78,6,192.168.2.201,1524372636.720312,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.720789,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.721419,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.721751,64,23,A,60620
192.168.2.100,75,6,192.168.2.201,1524372636.7221,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.72246,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.722713,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.72308,64,23,A,60620
192.168.2.100,80,6,192.168.2.201,1524372636.723329,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.723835,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.724179,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.724575,64,23,A,60620
192.168.2.100,84,6,192.168.2.201,1524372636.724832,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.725189,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.725532,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.725824,64,23,A,60620
192.168.2.100,81,6,192.168.2.201,1524372636.726138,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.726526,64,23,A,60620
192.168.2.100,84,6,192.168.2.201,1524372636.726776,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.727145,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.727472,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.727773,64,23,A,60620
192.168.2.100,131,6,192.168.2.201,1524372636.728096,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.728452,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.728716,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.729135,64,23,A,60620
192.168.2.100,85,6,192.168.2.201,1524372636.729452,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.729815,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.73014,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.730491,64,23,A,60620
192.168.2.100,96,6,192.168.2.201,1524372636.730742,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.731108,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.73136,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.731719,64,23,A,60620
192.168.2.100,81,6,192.168.2.201,1524372636.732033,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.732323,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.732656,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.733013,64,23,A,60620
192.168.2.100,82,6,192.168.2.201,1524372636.733261,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.733682,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.734012,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.734303,64,23,A,60620
192.168.2.100,76,6,192.168.2.201,1524372636.73464,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.735027,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.735338,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.735708,64,23,A,60620
192.168.2.100,83,6,192.168.2.201,1524372636.736036,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.736329,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.736718,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.737591,64,23,A,60620
192.168.2.100,89,6,192.168.2.201,1524372636.737953,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.738276,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.738602,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.738944,64,23,A,60620
192.168.2.100,89,6,192.168.2.201,1524372636.739244,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.73963,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.739878,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.740259,64,23,A,60620
192.168.2.100,89,6,192.168.2.201,1524372636.740578,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.740865,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.741163,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.741518,64,23,A,60620
192.168.2.100,89,6,192.168.2.201,1524372636.741842,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.742185,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.742474,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.742772,64,23,A,60620
192.168.2.100,89,6,192.168.2.201,1524372636.74309,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.743378,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.743713,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.744044,64,23,A,60620
192.168.2.100,81,6,192.168.2.201,1524372636.744295,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.744833,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.745477,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.746262,64,23,A,60620
192.168.2.100,99,6,192.168.2.201,1524372636.74661,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.747052,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.747306,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.747667,64,23,A,60620
192.168.2.100,92,6,192.168.2.201,1524372636.748246,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.748764,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.7492,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.749568,64,23,A,60620
192.168.2.100,92,6,192.168.2.201,1524372636.749844,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.750539,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.750847,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.751315,64,23,A,60620
192.168.2.100,81,6,192.168.2.201,1524372636.75178,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.752215,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.752528,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.75289,64,23,A,60620
192.168.2.100,72,6,192.168.2.201,1524372636.753706,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.754182,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.754554,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.755358,64,23,A,60620
192.168.2.100,82,6,192.168.2.201,1524372636.755709,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.7561,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.756645,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.757922,64,23,A,60620
192.168.2.100,57,6,192.168.2.201,1524372636.758295,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.758658,64,23,A,60620
192.168.2.100,70,6,192.168.2.201,1524372636.758911,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.759248,64,23,A,60620
192.168.2.201,103,6,192.168.2.100,1524372636.759759,64,23,PA,60620
192.168.2.100,54,6,192.168.2.201,1524372636.760498,64,60620,PA,23
192.168.2.100,52,6,192.168.2.201,1524372636.761013,64,60620,A,23
192.168.2.201,52,6,192.168.2.100,1524372636.761289,64,23,A,60620
192.168.2.100,197,6,192.168.2.201,1524372636.761627,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.761918,64,23,A,60620
192.168.2.100,104,6,192.168.2.201,1524372636.762215,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.762565,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.762819,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.763174,64,23,A,60620
192.168.2.100,103,6,192.168.2.201,1524372636.763424,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.763809,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.764167,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.764458,64,23,A,60620
192.168.2.100,123,6,192.168.2.201,1524372636.764782,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.765116,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.765376,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.765754,64,23,A,60620
192.168.2.100,132,6,192.168.2.201,1524372636.766068,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.766367,64,23,A,60620
192.168.2.100,123,6,192.168.2.201,1524372636.766659,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.766952,64,23,A,60620
192.168.2.100,97,6,192.168.2.201,1524372636.767241,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.767564,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.767824,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.768154,64,23,A,60620
192.168.2.100,120,6,192.168.2.201,1524372636.768403,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.768744,64,23,A,60620
192.168.2.100,98,6,192.168.2.201,1524372636.769022,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.769378,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.769712,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.770037,64,23,A,60620
192.168.2.100,120,6,192.168.2.201,1524372636.770297,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.770623,64,23,A,60620
192.168.2.100,54,6,192.168.2.201,1524372636.770872,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.771278,64,23,A,60620
192.168.2.100,57,6,192.168.2.201,1524372636.771743,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.772109,64,23,A,60620
192.168.2.100,70,6,192.168.2.201,1524372636.77237,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.772825,64,23,A,60620
192.168.2.201,173,6,192.168.2.100,1524372636.773355,64,23,PA,60620
192.168.2.100,54,6,192.168.2.201,1524372636.773846,64,60620,PA,23
192.168.2.100,52,6,192.168.2.201,1524372636.774211,64,60620,A,23
192.168.2.201,1241,6,192.168.2.100,1524372636.774465,64,23,PA,60620
192.168.2.100,52,6,192.168.2.201,1524372636.774869,64,60620,A,23
192.168.2.100,173,6,192.168.2.201,1524372636.775161,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.775452,64,23,A,60620
192.168.2.100,1343,6,192.168.2.201,1524372636.775853,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.776201,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.776452,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.776817,64,23,A,60620
192.168.2.100,208,6,192.168.2.201,1524372636.7771,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.777396,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.777697,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.777988,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.778276,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.778598,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.778852,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.779232,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.779478,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.779807,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.780093,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.780385,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.780684,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.781115,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.78144,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.781788,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.782097,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.782397,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.782688,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.782975,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.783297,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.78363,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.783885,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.784237,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.784484,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.784821,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.785134,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.78543,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.785731,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.786021,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.786348,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.786755,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.786999,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.787614,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.787883,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.788233,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.788473,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.788869,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.78917,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.789449,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.790377,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.790785,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.79103,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.791545,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.79184,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.792403,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.792927,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.793323,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.793796,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.794178,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.794428,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.794802,64,23,A,60620
192.168.2.100,158,6,192.168.2.201,1524372636.795129,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.795418,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.795725,64,60620,PA,23
192.168.2.201,52,6,192.168.2.100,1524372636.796006,64,23,A,60620
192.168.2.100,53,6,192.168.2.201,1524372636.796312,64,60620,PA,23
