ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
192.168.2.204,52,6,192.168.2.100,1524372647.22202,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.222405,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.222928,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.223387,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.224048,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.224637,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.226674,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.227191,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.227748,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.228155,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.228625,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.229097,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.230004,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.230375,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.230911,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.231603,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.232268,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.232661,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.233163,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.233673,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.234282,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.234666,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.235169,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.235646,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.236186,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.23666,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.237163,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.23786,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.238393,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.238795,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.239363,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.23967,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.240188,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.240609,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.241213,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.241926,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.242491,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.242948,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.243476,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.244095,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.244663,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.245001,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.245588,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.246068,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.246537,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.247046,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.24755,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.247959,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.248619,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.249072,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.249696,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.250098,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.250643,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.251193,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.251643,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.252093,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.25254,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.255734,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.256424,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.256753,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.257436,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.257759,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.258386,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.258889,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.259352,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.259861,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.26034,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.260698,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.261242,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.261656,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.262251,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.263104,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.263574,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.264145,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.265053,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.266011,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.266537,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.267084,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.267678,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.268083,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.268759,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.269263,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.269782,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.270276,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.270866,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.27128,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.271913,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.272323,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.273041,64,23,A,44507
192.168.2.100,56,6,192.168.2.204,1524372647.273434,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.273958,64,23,A,44507
192.168.2.100,83,6,192.168.2.204,1524372647.274449,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.27489,64,23,A,44507
192.168.2.100,79,6,192.168.2.204,1524372647.275291,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.276687,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.277381,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.278335,64,23,A,44507
192.168.2.100,56,6,192.168.2.204,1524372647.278769,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.279423,64,23,A,44507
192.168.2.100,84,6,192.168.2.204,1524372647.279909,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.280421,64,23,A,44507
192.168.2.100,79,6,192.168.2.204,1524372647.28081,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.281465,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.282159,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.282663,64,23,A,44507
192.168.2.100,56,6,192.168.2.204,1524372647.28311,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.283642,64,23,A,44507
192.168.2.100,87,6,192.168.2.204,1524372647.284082,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.284653,64,23,A,44507
192.168.2.100,79,6,192.168.2.204,1524372647.285155,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.285698,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.2861,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.286714,64,23,A,44507
192.168.2.100,95,6,192.168.2.204,1524372647.287181,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.287694,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.288137,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.288645,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.289015,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.289568,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.290008,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.29053,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.290961,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.291356,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.292192,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.292731,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.293184,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.293756,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.294235,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.294733,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.295257,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.295817,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.296237,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.296727,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.297177,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.29782,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.298266,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.298717,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.299285,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.299885,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.300726,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.301229,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.301705,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.302201,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.302595,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.303093,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.303494,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.304121,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.30464,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.30512,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.305556,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.306695,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.30712,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.307595,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.308072,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.308617,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.309218,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.309744,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.310205,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.310693,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.311112,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.311603,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.31205,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.312641,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.313039,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.313801,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.314347,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.315075,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.315533,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.316019,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.31643,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.327038,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.327431,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.32817,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.328569,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.329053,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.329646,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.330136,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.330526,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.331011,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.331367,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.332077,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.332891,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.333586,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.334072,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.334467,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.334896,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.335293,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.335722,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.336247,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.336687,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.337214,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.338172,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.338768,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.339184,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.339579,64,23,A,44507
192.168.2.100,56,6,192.168.2.204,1524372647.34009,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.340558,64,23,A,44507
192.168.2.100,79,6,192.168.2.204,1524372647.341022,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.341504,64,23,A,44507
192.168.2.100,79,6,192.168.2.204,1524372647.341997,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.342703,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.343143,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.343705,64,23,A,44507
192.168.2.100,56,6,192.168.2.204,1524372647.344101,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.344583,64,23,A,44507
192.168.2.100,80,6,192.168.2.204,1524372647.345017,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.345587,64,23,A,44507
192.168.2.100,79,6,192.168.2.204,1524372647.346069,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.34658,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.346875,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.347545,64,23,A,44507
192.168.2.100,56,6,192.168.2.204,1524372647.34795,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.350059,64,23,A,44507
192.168.2.100,83,6,192.168.2.204,1524372647.35054,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.351144,64,23,A,44507
192.168.2.100,79,6,192.168.2.204,1524372647.351634,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.352195,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.352608,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.353175,64,23,A,44507
192.168.2.100,95,6,192.168.2.204,1524372647.353565,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.354175,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.354595,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.355063,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.3566,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.357224,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.357801,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.358609,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.358999,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.359591,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.360086,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.360624,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.361109,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.361556,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.36206,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.362599,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.363066,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.363541,64,23,A,44507
192.168.2.100,54,6,192.168.2.204,1524372647.363839,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.36439,64,23,A,44507
192.168.2.100,98,6,192.168.2.204,1524372647.365331,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.366142,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.366569,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.367005,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.367482,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.367871,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.368368,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.368888,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.36966,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.370226,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.370713,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.37125,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.371718,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.372266,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.374999,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.375479,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.375874,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.376395,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.376741,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.377324,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.377711,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.378227,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.378716,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.379151,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.379496,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.380009,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.380478,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.380948,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.381607,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.382376,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.382843,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.383299,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.383705,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.384252,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.384689,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.385211,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.385572,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.38613,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.386533,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.386997,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.387456,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.387958,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.388347,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.389003,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.389368,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.389888,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.390281,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.390786,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.391247,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.391716,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.39206,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.392497,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.393035,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.394316,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.394684,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.395256,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.395721,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.396219,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.396693,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.39715,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.397634,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.398402,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.39901,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.399546,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.400038,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.401594,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.402054,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.402494,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.403052,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.403582,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.404054,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.40471,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.405107,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.405622,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.406004,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.406544,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.407041,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.407553,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.40803,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.408597,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.409313,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.409889,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.410306,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.410921,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.411375,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.411816,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.412441,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.412913,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.413408,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.413879,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.414345,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.415386,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.416319,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.416929,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.417441,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.417848,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.418281,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.419473,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.419952,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.420432,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.420885,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.421466,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.421908,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.422478,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.422873,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.423267,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.423752,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.424177,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.424617,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.425098,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.425469,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.426043,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.426491,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.426942,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.427374,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.427846,64,23,A,44507
192.168.2.100,208,6,192.168.2.204,1524372647.428267,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.430082,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.430566,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.431157,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.431659,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.432301,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.432768,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.433302,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.433817,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.43477,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.438306,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.438873,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.439567,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.440471,64,23,A,44507
192.168.2.100,53,6,192.168.2.204,1524372647.442686,64,44507,PA,23
192.168.2.204,52,6,192.168.2.100,1524372647.443243,64,23,A,44507
